Fecha;PM10;PM2-5;Velo-viento;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Rdiacion;Humedad R
1/01/2011 1:00;30;0;1;0;316;19,1;0,4;0;0;0;1,3;12,5;0;0
1/01/2011 2:00;52,2;0;0,7;0;296;16,2;0,7;0;0;0;1,7;12,1;0;0
1/01/2011 3:00;68,3;0;0,8;0;206;8,3;1;0;0;0;3,4;12,2;0;0
1/01/2011 4:00;92,5;0;0;0;151;5,2;0,9;0;0;0;3,2;11,5;0;0
1/01/2011 5:00;79,5;0;0;0;166;5,2;0,8;0;0;0;3,1;10,7;0;0
1/01/2011 6:00;78,2;0;0;0;303;4,7;0,9;0;0;0;1,8;10,3;0;0
1/01/2011 7:00;90;0;0;0;197;4,9;1,9;0;0;0;4;10,7;0;0
1/01/2011 8:00;111,7;0;0;0;134;10;0,9;0;0;0;9,6;13,5;0;0
1/01/2011 9:00;70,2;0;1;0;324;29,9;0,7;0;0;0;7,8;17,3;0;0
1/01/2011 10:00;69,8;0;1,2;0;329;48,5;0,6;0;0;0;4,9;19,5;0;0
1/01/2011 11:00;60;0;0,9;0;24;55;0,5;0;0;0;3,2;20,4;0;0
1/01/2011 12:00;39,7;0;2,8;0;119;30,1;0,5;0;0;0;2;22,1;0;0
1/01/2011 13:00;34,7;0;2,3;0;94;28,6;0,6;0;0;0;2,1;23,4;0;0
1/01/2011 14:00;27,5;0;3,7;0;287;35,8;0,9;0;0;0;5,2;21,8;0;0
1/01/2011 15:00;73,8;0;4,5;0;279;32,3;0,8;0;0;0;4,6;20;0;0
1/01/2011 16:00;67,5;0;4,3;0;282;30,8;0,7;0;0;0;4,1;19,1;0;0
1/01/2011 17:00;63,3;0;3,6;0;291;26,6;0,7;0;0;0;2,8;17,4;0;0
1/01/2011 18:00;56,2;0;3,1;1,2;285;19,5;0,8;0;0;0;2;15,3;0;0
1/01/2011 19:00;58,8;0;2,2;0;305;18,4;0,7;0;0;0;1,6;14,5;0;0
1/01/2011 20:00;44,7;0;1,9;0;292;11,5;0,9;0;0;0;1,6;14,4;0;0
1/01/2011 21:00;49;0;2;0;334;15,9;0,5;0;0;0;0,9;14;0;0
1/01/2011 22:00;27,3;0;1,8;0;314;17,6;0,5;0;0;0;0,8;13,1;0;0
1/01/2011 23:00;19;0;1,5;0;316;16,1;0,7;0;0;0;1,1;13;0;0
2/01/2011 0:00;19,2;0;0,5;0;307;14,3;0,6;0;0;0;0,5;12,7;0;0
2/01/2011 1:00;19,5;0;0,4;0;250;10,8;0,9;0;0;0;0,6;12,2;0;0
2/01/2011 2:00;17,5;0;0,4;0;234;8,8;0,8;0;0;0;0,8;11,9;0;0
2/01/2011 3:00;20;0;0,4;0;315;10,3;1;0;0;0;0,6;11,2;0;0
2/01/2011 4:00;24;0;0,4;0;178;0;0,5;0;0;0;1,2;11,7;0;0
2/01/2011 5:00;45,5;0;0,3;0;142;5,1;0,6;0;0;0;2,4;11,2;0;0
2/01/2011 6:00;54;0;1,2;0;140;4,6;1;0;0;0;3,7;11;0;0
2/01/2011 7:00;61;0;0,7;0;113;4,6;1,2;0;0;0;4,5;10,9;0;0
2/01/2011 8:00;69,7;0;0,5;0;209;8,8;0,9;0;0;0;16,4;13,7;0;0
2/01/2011 9:00;59,7;0;0,7;0;336;22,8;0,6;0;0;0;6,8;17,1;0;0
2/01/2011 10:00;43,2;0;1,5;0;332;36,5;0,6;0;0;0;3,9;19,2;0;0
2/01/2011 11:00;41,8;0;1,5;0;322;40,9;0,4;0;0;0;2,9;20,8;0;0
2/01/2011 12:00;34,3;0;2,8;0;279;34,5;0,9;0;0;0;4;20,9;0;0
2/01/2011 13:00;52;0;4;0;282;32,5;1,1;0;0;0;4,7;20,7;0;0
2/01/2011 14:00;55,8;0;3,9;0;287;32,4;1;0;0;0;4,1;19,2;0;0
2/01/2011 15:00;49,5;0;3,9;0;275;27,9;1;0;0;0;3,9;17,6;0;0
2/01/2011 16:00;47,2;0;3,6;0,2;280;21,8;1,1;0;0;0;3,5;16,8;0;0
2/01/2011 17:00;49,3;0;3;0;279;15,3;1,1;0;0;0;4,3;15,9;0;0
2/01/2011 18:00;55,7;0;3;0;285;12,3;1,1;0;0;0;2,8;15,1;0;0
2/01/2011 19:00;53,3;0;2,2;0;285;8,7;1,1;0;0;0;5,4;14,2;0;0
2/01/2011 20:00;47,3;0;1,9;0;306;14,4;0,7;0;0;0;3,8;14,4;0;0
2/01/2011 21:00;31,7;0;1,8;0;324;18,3;0,4;0;0;0;1,1;14;0;0
2/01/2011 22:00;23,7;0;1,5;0;304;15,5;0,5;0;0;0;1,2;13,8;0;0
2/01/2011 23:00;44,7;0;1,3;0;296;6,3;4,4;0;0;0;3,3;13,1;0;0
3/01/2011 0:00;56;0;0,8;0;310;7,2;4,5;0;0;0;4,3;12,6;0;0
3/01/2011 1:00;45,5;0;0,4;0;190;6,2;1,8;0;0;0;3,7;12,4;0;0
3/01/2011 2:00;45,2;0;0,4;0;134;4;1,1;0;0;0;4,4;11,8;0;0
3/01/2011 3:00;52,7;0;0,3;0;332;10,3;1,4;0;0;0;5,2;12,2;0;0
3/01/2011 4:00;43,3;0;0,4;0;92;4;1,6;0;0;0;6;11,2;0;0
3/01/2011 5:00;81,3;0;0,4;0;85;4,3;1;0;0;0;8,5;11,4;0;0
3/01/2011 6:00;89,2;0;1,2;0;170;5,6;1,5;0;0;0;9,5;11,4;0;0
3/01/2011 7:00;105,5;0;1,8;0;152;4,6;2,4;0;0;0;21,2;10,9;0;0
3/01/2011 8:00;151,7;0;0,7;0;250;7,7;1,8;0;0;0;20,7;13,8;0;0
3/01/2011 9:00;113,2;0;1,1;0;20;18,4;1;0;0;0;10,1;17;0;0
3/01/2011 10:00;81;0;2,1;0;337;27,9;0,9;0;0;0;7,2;17,9;0;0
3/01/2011 11:00;88,8;0;1,8;0;326;33,8;1;0;0;0;5,7;18,9;0;0
3/01/2011 12:00;77,3;0;2,7;0;282;34,3;1,4;0;0;0;4,8;20;0;0
3/01/2011 13:00;75,7;0;4,3;0;282;32,2;2;0;0;0;5,6;20,3;0;0
3/01/2011 14:00;84;0;4,5;12,4;282;19,7;2;0;0;0;5,4;15,7;0;0
3/01/2011 15:00;78,8;0;3,4;6,4;250;13,3;1,8;0;0;0;3,8;13,2;0;0
3/01/2011 16:00;51,5;0;1,3;2,6;327;17,8;1,6;0;0;0;2,8;13,4;0;0
3/01/2011 17:00;43,8;0;0,9;1,4;313;9,9;2,1;0;0;0;3,1;12,7;0;0
3/01/2011 18:00;49;0;1,9;0;140;5,1;2,7;0;0;0;5,6;12,5;0;0
3/01/2011 19:00;82,3;0;0,7;0;192;5,2;2,9;0;0;0;7,9;12,7;0;0
3/01/2011 20:00;97,5;0;0,8;0,1;122;4,9;2,8;0;0;0;8,8;12,8;0;0
3/01/2011 21:00;96,3;0;1,1;0;128;4;3,2;0;0;0;9,9;12,2;0;0
3/01/2011 22:00;129,2;0;1,1;0;141;3,6;2,8;0;0;0;10,1;11,5;0;0
3/01/2011 23:00;132,8;0;1,1;0;185;3,6;2,2;0;0;0;9,8;11,1;0;0
4/01/2011 0:00;124;0;0,8;0;183;3,8;2,2;0;0;0;10,9;11,1;0;0
4/01/2011 1:00;127,3;0;1,5;0;156;3,5;1,1;0;0;0;9,5;10,5;0;0
4/01/2011 2:00;88,5;0;1,9;0;151;3,4;0,8;0;0;0;7,3;10,2;0;0
4/01/2011 3:00;58,5;0;1,2;0;149;3,8;0,7;0;0;0;6,1;10,2;0;0
4/01/2011 4:00;50,2;0;1,3;0;158;3,8;1;0;0;0;7,6;10,6;0;0
4/01/2011 5:00;81,2;0;0,4;0;176;4,4;1,7;0;0;0;10,7;10,5;0;0
4/01/2011 6:00;131,3;0;0,3;0;317;4,4;3,6;0;0;0;8,2;10,4;0;0
4/01/2011 7:00;145,2;0;0,5;0;182;5,4;4;0;0;0;17,8;11,3;0;0
4/01/2011 8:00;217;0;0,7;0;160;5,6;2,6;0;0;0;25,3;13,6;0;0
