Fecha;PM10;PM2-5;Velo-viento;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Rdiacion;Humedad R
1/01/2011 1:00;82;0;0,3;0;213;0;0,9;0;0;0;0;11,4;0;0
1/01/2011 2:00;127;0;0;0;0;0;0;0;0;0;0;0;0;0
1/01/2011 3:00;0;0;1;0;124;0;0,9;0;0;0;0;10,9;0;0
1/01/2011 4:00;117;0;1,1;0;122;0;0,7;0;0;0;0;10,5;0;0
1/01/2011 5:00;77,7;0;1,4;0;124;0;0,5;0;0;0;0;10;0;0
1/01/2011 6:00;53;0;1,8;0;119;0;0,3;0;0;0;0;9,5;0;0
1/01/2011 7:00;33;0;1,4;0;124;0;0,4;0;0;0;0;9,5;0;0
1/01/2011 8:00;35,2;0;0,9;0;114;0;0,5;0;0;0;0;11,7;0;0
1/01/2011 9:00;51,8;0;0,7;0;49;0;0,7;0;0;0;0;13,5;0;0
1/01/2011 10:00;80,2;0;0,6;0;34;0;0,7;0;0;0;0;15,3;0;0
1/01/2011 11:00;72,7;0;0,6;0;145;0;0,5;0;0;0;0;16,8;0;0
1/01/2011 12:00;53,5;0;1,4;0;118;0;0,3;0;0;0;0;17,4;0;0
1/01/2011 13:00;30,7;0;1,1;0;145;0;0,4;0;0;0;0;18,6;0;0
1/01/2011 14:00;28,8;0;1,5;0;137;0;0,4;0;0;0;0;18,9;0;0
1/01/2011 15:00;36,3;0;1,3;0;80;0;0,5;0;0;0;0;17,8;0;0
1/01/2011 16:00;64,7;0;1,8;0;307;0;0,7;0;0;0;0;16,8;0;0
1/01/2011 17:00;128,2;0;1,5;0;332;0;0,6;0;0;0;0;16,3;0;0
1/01/2011 18:00;133,2;0;1,2;0;327;0;0,6;0;0;0;0;14,2;0;0
1/01/2011 19:00;77,3;0;1;0;336;0;0,7;0;0;0;0;13,5;0;0
1/01/2011 20:00;70;0;0,9;0;317;0;0,8;0;0;0;0;13,3;0;0
1/01/2011 21:00;69,2;0;1;0;355;0;0,7;0;0;0;0;13,1;0;0
